Id,Ime_ucenika,Prezime_ucenika,Datum_rodjenja_ucenika,OIB,Ime_oca,Adresa_ucenika,Postanski_broj,Mjesto,Naziv_zupanije,Naziv_skole,Adresa_skole,Broj_razreda,Slovo_razreda,Naziv_predmeta,Broj_sati_tjedno,Ime_nastavnika,Prezime_nastavnika,Datum_rodjenja_nastavnika,Pocetak_rada,Kraj_rada,Naziv_zvanja,Broj_ocjene
108,Jaquenetta,Daudray,2010-07-29,24972290881,Frannie,46 Mayer Center,99000,Qacha’s Nek,Međimurska,Srednja škola Brdo,85168 Forest Drive,1,B,Music,4,Margaretta,Dugan,2025-11-02,2026-05-20,,Assistant professor,3
109,Harold,Hansen,2008-06-16,20372247986,Randolph,21779 Lawn Center,11000,Valerik,Karlovačka,Osnovna škola Sunčeva svjetlost,5 Transport Hill,3,E,Economics,5,Yalonda,Nelsen,2025-12-23,2025-08-25,,Visiting professor,2
110,Orren,Darbon,2009-05-13,61986666372,Guillermo,0 Colorado Junction,35000,Mysove,Vukovarsko-srijemska,Osnovna škola Planeta X,3 Nelson Plaza,3,F,Biology,2,Nora,Hoyles,2026-02-25,2025-08-28,,Adjunct professor,2
111,Quincy,Fillimore,2010-03-26,42764553835,Melvin,9883 Arkansas Center,88000,Villa Gesell,Dubrovačko-neretvanska,Osnovna škola Asteroid,9 Old Shore Point,4,J,Computer Science,2,Jenifer,Andrejs,2026-04-26,2025-12-16,,Profesor emeritus,4
112,Johannes,Dodswell,2010-02-21,73395560643,Aldo,128 Pawling Hill,99000,Mayqayyng,Vukovarsko-srijemska,Srednja škola Mjesečina,68 Granby Street,4,A,Medicine,2,Ricoriki,Hughes,2025-10-22,2025-09-22,,Asistent,3
113,Ansell,Klyner,2009-11-28,45300414610,Laney,38 Artisan Alley,11000,Przyborów,Vukovarsko-srijemska,Srednja škola Proljeće,1 Oak Drive,2,B,Architecture,3,Cortney,Brydson,2026-01-10,2026-03-02,,Predavac,3
114,Margarethe,Enderwick,2008-05-14,59653685707,Dudley,57 Lien Hill,44000,Kokemäki,Primorsko-goranska,Osnovna škola Zima,3 Dexter Crossing,4,C,Medicine,5,Esme,Gouldbourn,2026-02-19,2025-09-27,,Profesor emeritus,2
115,Viki,Kubasek,2008-02-12,94037541809,Munroe,195 Pierstorff Junction,12345,Jāndiāla Sher Khān,Sisačko-moslavačka,Osnovna škola Crna rupa,986 Anhalt Point,1,G,Astronomy,1,Alane,Baldinotti,2025-09-10,2025-07-31,,Associate professor,2
116,Gannie,Gent,2008-02-27,90201435778,Rodolphe,2 Sherman Point,44500,Penebel,Međimurska,Osnovna škola Crna rupa,41 Saint Paul Junction,1,I,Marketing,4,Teddie,Daal,2026-03-04,2025-10-06,,Asistent,3
117,Freedman,Antoniewski,2010-02-26,22613412393,Ellswerth,980 Blackbird Trail,33400,Serang,Pazinska,Gimnazija Jesen,3 Washington Pass,4,A,Chemistry,1,Charmine,Steaning,2025-10-09,2026-07-22,,Predavac,3
118,Forester,Albiston,2011-08-23,69636486677,Burl,733 Sherman Point,77800,Longxing,Međimurska,Osnovna škola Cvijet,60584 Mariners Cove Alley,4,I,Architecture,3,Dianna,Piddletown,2026-01-26,2025-10-15,,Assistant professor,4
119,Toinette,Knowlson,2010-05-13,28451821408,Lynn,37196 Schmedeman Drive,66000,Osias,Zadarska,Umjetnička škola Oblak,44 Sugar Place,1,C,Veterinary,1,Beatrice,Antonietti,2025-08-15,2025-12-18,,Research professor,1
120,Rozele,Yakunchikov,2012-03-12,75395939587,Giffie,23 Tennyson Plaza,20000,Sremčica,Sisačko-moslavačka,Osnovna škola Ptica,0 Loeprich Road,3,D,Law,3,Lexis,Mulheron,2025-11-20,2026-03-07,,Visiting professor,1
121,Netty,Sheryn,2012-09-13,96414448631,Garrott,708 6th Terrace,44000,Buriti Bravo,Dubrovačko-neretvanska,Osnovna škola Zima,798 Myrtle Center,3,C,Chemistry,4,Maia,Luce,2025-12-10,2025-09-03,,Asistent,3
122,Valera,Newlands,2009-02-06,78001224926,Harlen,6125 Ruskin Avenue,20000,Tieremu,Krapinsko-zagorska,Osnovna škola Rijeka,571 Cherokee Junction,3,G,Philosophy,1,Tate,Jewkes,2026-04-24,2025-08-07,,Asistent,3
123,Sid,Favey,2011-04-28,85763732568,Paddie,577 Chinook Street,44500,Tayāsīr,Dubrovačko-neretvanska,Umjetnička škola Mars,674 Monica Circle,2,D,Criminal Justice,5,Hubert,Gambell,2025-08-23,2026-06-15,,Assistant professor,1
124,Joni,Garwill,2009-04-12,41981864836,Waylon,75 Glendale Plaza,33400,Szczawno-Zdrój,Osječko-baranjska,Srednja škola Mjesečina,3193 Golf Court,1,I,English,5,Vale,Horsewood,2026-03-16,2025-12-24,,Assistant professor,2
125,Robinet,Hancock,2010-08-16,98548584483,Yorgos,4 Northview Pass,12345,Ḩuraytān,Virovitičko-podravska,Tehnička škola Svemir,97 Independence Alley,1,I,Medicine,5,Sullivan,Bruhnsen,2026-06-02,2026-05-20,,Lecturer,4
126,Thurstan,Caulder,2012-06-02,96369555048,Brodie,8192 Aberg Center,11000,Xinglongchang,Vukovarsko-srijemska,Srednja škola Meteor,47 Ridge Oak Crossing,2,C,Chemistry,2,Bay,Broadfoot,2026-01-25,2026-06-26,,Assistant professor,4
127,Harriot,Gilbank,2009-09-29,39196439499,Marmaduke,21388 Vidon Road,33400,Pirapo,Varaždinska,Osnovna škola Ptica,33 Golf Center,3,E,Law,3,Tiphany,Redfearn,2025-11-15,2026-07-02,,Associate professor,3
128,Loree,Kearn,2011-11-29,54163234218,Lannie,95284 Mcbride Terrace,55600,Cajicá,Vukovarsko-srijemska,Gimnazija Komet,2 Memorial Circle,2,E,Physical Education,4,Meggie,Bengtson,2026-04-04,2025-09-30,,Visiting professor,2
129,Kent,Stoeck,2008-05-11,22756247755,Flynn,8296 Brentwood Circle,99000,28 de Noviembre,Splitsko-dalmatinska,Osnovna škola Saturn,13 Warner Parkway,2,D,Music,1,Desmond,Bladder,2025-10-13,2026-01-19,,Asistent,1
130,Kylynn,Pluthero,2010-01-31,46564869870,Gary,943 Pond Avenue,44500,Sindangsari,Virovitičko-podravska,Srednja škola Mjesečina,3 Summerview Street,1,A,Criminal Justice,3,Avrit,Heynen,2025-08-27,2026-04-30,,Profesor emeritus,3
131,Kelby,Yair,2009-10-07,34610321704,Vladimir,81688 Dottie Hill,20000,Areguá,Zagrebačka,Srednja škola Supernova,6 Eagle Crest Center,3,E,Astronomy,4,Elbertina,Bodocs,2026-06-03,2025-08-07,,Predavac,5
132,Lucina,Gumbrell,2009-05-18,52764290716,Sandy,5 Rieder Parkway,55600,Zhanaozen,Koprivničko-križevačka,Gimnazija Zvijezda,209 Debs Court,1,H,Law,1,Ursula,Featonby,2026-02-28,2026-07-17,,Predavac,2
133,Shaine,Nourse,2009-03-03,85839487011,Ansel,3 2nd Court,66700,Zhitan,Osječko-baranjska,Srednja škola Brdo,54 Forest Crossing,1,H,Art,3,Gabie,Hould,2026-07-24,2026-01-20,,Profesor emeritus,5
134,Doyle,Britian,2010-06-25,48781392219,Rudolph,96727 Bartillon Trail,88000,Loureiro,Bjelovarsko-bilogorska,Srednja škola Ljeto,37559 Orin Street,4,A,Music,2,Amie,McMurdo,2026-06-13,2025-11-12,,Docent,5
135,Darwin,Elsworth,2009-08-31,55359020923,Garrard,6 Straubel Center,55600,Isperikh,Istarska,Osnovna škola Sunce,7295 Vera Terrace,1,I,Music,4,Krishna,McKinty,2026-02-01,2025-08-16,,Associate professor,4
136,Vikky,Ballantyne,2012-11-19,35203099386,Whitney,26 Browning Center,44000,Yūki,Pazinska,Srednja škola More,672 Lawn Road,3,A,Dentistry,3,Aubine,Farmloe,2026-01-08,2026-05-23,,Visiting professor,3
137,Tanney,Charer,2011-01-01,64591943205,Kimbell,41 Carberry Avenue,88000,Kalidung,Zadarska,Srednja škola Ljeto,3 Becker Point,2,F,Philosophy,5,Kit,Ruvel,2025-10-11,2026-06-23,,Assistant professor,4
138,Aurie,Dodamead,2009-08-09,91118072442,Morie,4 Twin Pines Court,33400,Ngunguru,Splitsko-dalmatinska,Srednja škola Ljeto,588 4th Circle,2,H,English,3,Marita,Cottrill,2025-08-11,2026-07-07,,Asistent,2
139,Tamas,Tall,2010-12-16,82780348829,Isador,4797 Luster Place,55600,Dunlewy,Bjelovarsko-bilogorska,Osnovna škola Zvijezda,26 Helena Plaza,1,F,Environmental Science,3,Amity,Ovell,2025-08-22,2025-10-20,,Docent,2
140,Jesselyn,Radband,2008-05-10,91638455011,Fonsie,64672 Sunbrook Alley,88000,Oslo,Karlovačka,Srednja škola Planeta,39910 Everett Way,2,H,Marketing,3,Zaria,Kloisner,2026-04-29,2025-08-15,,Predavac,1
141,Merralee,Obeney,2010-05-07,10639780433,Web,42 Golf View Circle,55000,Nampicuan,Osječko-baranjska,Osnovna škola Voda,970 Westerfield Point,3,I,Criminal Justice,2,Alia,Kaysor,2026-04-08,2026-03-14,,Profesor emeritus,3
142,Roxy,Arni,2012-06-18,89271347767,Berkeley,1 Mandrake Avenue,77800,Baguim do Monte,Pazinska,Srednja škola Mjesec,6275 Hanson Point,3,G,Medicine,2,Braden,Faltskog,2026-07-10,2025-09-17,,Predavac,2
143,Tony,Godbehere,2010-12-24,22777391073,Hillier,612 Mayfield Place,54321,El Carmen,Vukovarsko-srijemska,Umjetnička škola Sunce,51960 Rutledge Hill,1,C,Marketing,1,Guillema,Alejandri,2026-01-25,2026-06-23,,Docent,1
144,Trey,Mayler,2012-04-05,98260397474,Eliot,303 Lindbergh Pass,66000,Kasimov,Istarska,Srednja škola Supernova,61941 Stephen Street,4,D,History,2,Alan,Braycotton,2026-05-14,2025-09-13,,Profesor emeritus,5
145,Reyna,Fry,2009-11-10,62599340467,Alexander,6 Corry Park,11000,Yuanjiazhuang,Zagrebačka,Osnovna škola Asteroid,451 Welch Crossing,2,I,Economics,3,Stacey,Pedrazzi,2026-06-17,2026-04-12,,Profesor emeritus,2
146,Nikoletta,Binning,2012-09-01,56527719410,Rory,0397 Hanover Way,66700,Cubará,Osječko-baranjska,Osnovna škola Snijeg,03124 New Castle Road,1,A,Sociology,1,Antoinette,Riccardini,2026-01-17,2026-07-29,,Adjunct professor,1
147,Rob,Saggs,2010-10-09,58052452234,Steward,53995 Gerald Street,77000,Arjona,Dubrovačko-neretvanska,Srednja škola Zemlja,5959 Elmside Parkway,4,F,Anthropology,3,Corrina,Doding,2026-03-04,2025-11-06,,Visiting professor,4
148,Kim,Yakobowitz,2012-12-03,45357300038,Emanuele,9680 Melrose Drive,12345,Bantawora,Međimurska,Gimnazija Jesen,06 Corscot Point,1,I,Medicine,5,Bernadette,Costerd,2025-12-24,2026-07-15,,Docent,2
149,Germaine,Nelmes,2008-10-05,71875715540,Antone,09 Mandrake Way,54321,Altıağac,Brodsko-posavska,Srednja škola Otok,15 International Hill,3,I,Criminal Justice,5,Blondy,Skitteral,2025-08-23,2025-12-28,,Asistent,2
150,Hall,Cartmail,2010-11-30,18639367352,Ramsay,26382 Center Alley,22300,Pilaya,Karlovačka,Srednja škola Supernova,23418 Arkansas Center,3,H,Nursing,2,Jenn,Buchanan,2025-08-02,2026-03-28,,Visiting professor,1
151,Dulciana,Skehens,2011-01-03,38297276406,Vincents,84028 Messerschmidt Lane,66000,Nowosielce-Gniewosz,Šibensko-kninska,Osnovna škola Planeta X,9350 Old Shore Way,3,D,Psychology,4,Curran,Bogeys,2025-11-06,2025-08-06,,Lecturer,4
152,Frasquito,Smalles,2010-09-15,68348674907,Lyle,92778 Lotheville Circle,35000,San Antonio,Brodsko-posavska,Osnovna škola Snijeg,49904 Vernon Court,4,A,English,2,Juli,Bradburn,2025-10-05,2026-07-04,,Assistant professor,1
153,Cherrita,Mattiassi,2009-11-06,21651982388,Alex,4017 Dakota Lane,66000,Cabak Satu,Brodsko-posavska,Osnovna škola Ptica,24 Reinke Road,2,E,Chemistry,2,Emeline,Douch,2026-04-05,2026-06-09,,Profesor emeritus,4
154,Kristo,Northall,2009-10-28,14350462885,Morten,05494 Hooker Crossing,99000,Aldeia,Istarska,Gimnazija Drvo,08818 Derek Alley,4,D,Geography,3,Ema,Pridmore,2026-03-01,2026-07-03,,Adjunct professor,3
155,Serene,Agass,2008-03-26,87207599458,Edgard,264 Ridgeway Hill,54321,Hanamaki,Lika-senjska,Osnovna škola Rijeka,143 Evergreen Park,4,F,Medicine,5,Lamont,Aarons,2025-12-15,2026-01-28,,Profesor emeritus,4
156,Yard,Kisbee,2010-02-11,61438389613,Fair,23941 Mockingbird Park,77800,Rantaupanjang,Požeško-slavonska,Umjetnička škola Sunce,5 Corry Crossing,3,F,Physics,4,Shaylyn,McFee,2025-08-20,2026-07-05,,Assistant professor,3
157,Tiertza,Wankling,2010-08-09,70551903992,Jarrett,34723 Portage Place,88900,José Bonifácio,Splitsko-dalmatinska,Osnovna škola Sunce,6741 Pankratz Avenue,1,F,Accounting,4,Rochelle,Whybray,2026-02-23,2025-08-12,,Predavac,5
158,Klement,Kingham,2008-06-28,17994603122,Brandy,71 Cardinal Way,55600,Setanggor,Dubrovačko-neretvanska,Gimnazija Zvijezda,616 Swallow Hill,2,G,Chemistry,1,Rebeka,Deble,2026-05-03,2025-10-20,,Associate professor,2
159,Catlaina,Dulanty,2010-11-29,22835484758,Davidson,29735 Sycamore Parkway,88000,Ilagan,Splitsko-dalmatinska,Gimnazija Jesen,6915 John Wall Plaza,1,F,Literature,1,Rochella,Dowbakin,2025-12-26,2025-08-15,,Asistent,2
160,Corry,Bustard,2008-03-01,40140800954,Abel,77 Vermont Drive,12345,Halmstad,Koprivničko-križevačka,Osnovna škola Crna rupa,04670 Hansons Park,1,A,Economics,3,Blondelle,Wensley,2026-04-05,2026-06-29,,Associate professor,2
161,Adda,Mangeney,2009-11-30,68406169283,Mordecai,57 Granby Terrace,11000,Obiaruku Quarters,Pazinska,Tehnička škola Kiša,55 Crescent Oaks Hill,2,A,Astronomy,4,Randie,Rockey,2025-11-15,2026-07-24,,Assistant professor,1
162,Duky,MacGee,2009-06-25,87916188297,Wainwright,0 Dixon Junction,44000,Santa Cruz,Lika-senjska,Tehnička škola Jupiter,6759 Mendota Plaza,4,G,Law,3,Tailor,Burgane,2026-01-08,2026-05-30,,Visiting professor,4
163,Verine,Silverthorne,2009-10-07,83089125645,Arley,9326 Maywood Court,44000,Pirapozinho,Sisačko-moslavačka,Srednja škola Galaksija,6287 Maple Court,4,C,Mathematics,1,Twila,Antognoni,2026-04-13,2026-03-10,,Research professor,5
164,Belle,Greenough,2009-08-03,73701571324,Irwin,09 Commercial Avenue,33400,Lapa,Primorsko-goranska,Osnovna škola Pustinja,088 Graedel Junction,4,D,Economics,1,Damita,Sleany,2026-02-03,2026-07-05,,Assistant professor,2
165,Clair,Heine,2010-03-04,82250739579,Ade,7 Corben Avenue,11000,Ballivor,Šibensko-kninska,Srednja škola Zemlja,2907 Hansons Place,2,C,History,3,Eunice,Isacsson,2026-03-03,2025-08-11,,Adjunct professor,4
166,Michell,Bum,2010-08-02,19155286141,Zachary,589 Troy Center,11200,Shaydon,Brodsko-posavska,Osnovna škola Zima,5 Warrior Drive,4,F,Nursing,4,Neysa,Cranna,2026-03-05,2026-03-07,,Research professor,2
167,Husain,Axleby,2012-11-15,64913236269,Damien,24340 Menomonie Avenue,77000,Fulu,Zagrebačka,Gimnazija Cvijet,32243 Di Loreto Alley,2,I,Astronomy,1,Sheff,Stichall,2026-03-14,2026-02-23,,Predavac,4
168,Gabbie,Guidi,2009-10-18,89855167665,Daron,7 Vernon Parkway,44500,Verkhniy Landekh,Međimurska,Gimnazija Drvo,93 Columbus Circle,2,E,Dentistry,1,Sanson,Thebeaud,2026-05-09,2025-09-13,,Profesor emeritus,2
169,Sara,Gribbin,2012-09-08,31351162337,Beltran,86683 Shoshone Center,99000,Seredeyskiy,Krapinsko-zagorska,Osnovna škola Saturn,86813 Transport Trail,2,B,Psychology,4,Annamaria,Parfett,2025-11-01,2025-11-17,,Assistant professor,2
170,Nester,Shellum,2010-03-06,27383962877,Malvin,6 Moulton Street,99000,Thul,Zadarska,Osnovna škola Rijeka,59762 Debra Street,2,G,Psychology,3,Gabie,Prinne,2026-07-13,2025-08-24,,Asistent,3
171,Wainwright,Mallock,2011-08-20,33889020589,Lutero,18589 Crescent Oaks Terrace,44500,Juzhen,Zadarska,Srednja škola Proljeće,1891 Bluestem Drive,3,D,Biology,5,Mellisent,Pratley,2026-07-02,2025-11-06,,Visiting professor,1
172,Elsy,Glazebrook,2012-11-17,27080335308,Job,01 Springs Parkway,88900,Maputi,Vukovarsko-srijemska,Osnovna škola Saturn,1106 Clove Street,2,J,Nursing,1,Saleem,Bunston,2025-08-29,2025-12-23,,Adjunct professor,3
173,Huntington,Golsthorp,2009-11-21,75412273130,Lorens,2697 Katie Hill,44500,Shiqiao,Splitsko-dalmatinska,Osnovna škola Zvijezda,5 Jenifer Plaza,4,A,Law,4,Breanne,Glastonbury,2026-02-16,2026-05-02,,Predavac,1
174,Hannis,Bordes,2012-08-14,47870341098,Damien,875 Fair Oaks Place,55600,Ostashkov,Brodsko-posavska,Srednja škola Proljeće,24003 Chive Circle,4,G,Marketing,3,Josselyn,Canfer,2026-02-28,2025-12-03,,Associate professor,1
175,Walliw,Heliot,2008-07-08,88888825279,Bengt,338 Stang Circle,55000,Clermont-Ferrand,Vukovarsko-srijemska,Srednja škola Planeta,0845 Burrows Point,2,E,Accounting,2,Glen,Hulson,2025-09-27,2026-05-07,,Lecturer,5
176,Kalila,Clemendet,2012-07-20,72242085917,Tristan,4271 Maple Wood Hill,55000,Amassoma,Krapinsko-zagorska,Srednja škola Proljeće,341 Schmedeman Terrace,1,A,Law,4,Mack,Pietruszka,2026-07-01,2026-05-31,,Predavac,5
177,Merralee,Ivashkov,2008-07-16,64607412983,Rustie,28195 Washington Crossing,35000,Taquarituba,Istarska,Umjetnička škola Sunce,1563 Parkside Road,3,J,Criminal Justice,1,Miquela,Breem,2026-05-08,2026-04-16,,Assistant professor,2
178,Camile,Lembcke,2009-03-17,24174205413,Gearalt,68 Union Center,35000,Santiago Atitlán,Pazinska,Osnovna škola Zima,78 Anniversary Plaza,1,D,Sociology,5,Karleen,Van't Hoff,2025-10-13,2026-01-24,,Associate professor,4
179,Kahlil,Burbury,2012-01-04,46868309951,Hagen,95221 Chive Avenue,20000,Tococ East,Brodsko-posavska,Osnovna škola Snijeg,517 East Trail,3,C,Nursing,5,Camel,Abramov,2026-05-25,2026-06-05,,Assistant professor,5
180,Nanette,Emmot,2008-09-09,37574216604,Perren,29828 American Junction,44500,Besuki,Sisačko-moslavačka,Srednja škola Planeta,10434 Rusk Lane,2,B,Marketing,3,Glynn,Anglin,2026-07-28,2026-04-21,,Docent,4
181,Othilia,Gossage,2009-01-02,67823605552,Kristoffer,230 Reindahl Park,11200,Mtsensk,Brodsko-posavska,Osnovna škola Trava,5 Ridgeway Point,3,I,Physical Education,4,Brear,Willard,2026-07-10,2025-11-11,,Associate professor,4
182,Vladamir,Shales,2008-07-01,70962098946,Carlin,594 David Park,20000,Lukulu,Krapinsko-zagorska,Osnovna škola Ptica,96 Huxley Trail,2,H,Criminal Justice,4,Modesta,Fryer,2026-02-24,2026-04-11,,Docent,2
183,Gabrila,Yitzhakof,2012-01-21,71884440276,Cleon,2 Algoma Court,11200,Yushugou,Zadarska,Tehnička škola Val,5242 Elka Point,4,F,English,1,Marilee,Jeandon,2025-08-09,2026-06-15,,Profesor emeritus,1
184,Pasquale,Blincoe,2010-09-30,65080099116,Eugen,3879 Chinook Street,77000,Tuapse,Koprivničko-križevačka,Srednja škola More,7 Cascade Avenue,3,F,Computer Science,1,Dominique,Grogor,2025-12-05,2025-09-05,,Docent,5
185,Florian,Carnie,2008-06-18,75714256590,Anson,8033 Northland Plaza,77800,Hrvatska Kostajnica,Dubrovačko-neretvanska,Gimnazija Vjetar,32142 Melby Alley,4,I,Nursing,5,Tuck,Jeenes,2026-04-04,2026-06-26,,Profesor emeritus,3
186,Alwyn,Ramshay,2011-01-04,80537393413,Gaultiero,90704 Doe Crossing Junction,88000,Agrínio,Karlovačka,Osnovna škola Snijeg,19469 Gina Road,2,E,Astronomy,1,Roberta,Webborn,2026-05-04,2026-04-05,,Associate professor,3
187,Klarika,Jouanny,2012-02-27,24907278950,Hill,9203 Oak Center,77800,Kowala,Karlovačka,Osnovna škola Saturn,6 Derek Street,2,J,Environmental Science,5,Gerick,Kearn,2026-05-12,2025-10-24,,Assistant professor,1
188,Flint,Sargint,2009-05-22,83973919122,Claus,04175 Havey Terrace,99000,Santa Fé do Sul,Bjelovarsko-bilogorska,Umjetnička škola Nebesko tijelo,8 Hagan Hill,1,D,Philosophy,4,Bride,Grimwade,2025-08-26,2025-10-25,,Asistent,1
189,Josselyn,Romaint,2008-11-02,82647334135,Tracie,2 Southridge Drive,99000,Mandalgovi,Virovitičko-podravska,Osnovna škola Zvijezda,9 La Follette Pass,1,E,Physics,4,Jaime,Moughton,2025-09-20,2025-09-19,,Predavac,5
190,Donnell,Antecki,2010-08-20,63027548742,Valdemar,94 Northport Drive,66000,Gongqiao,Bjelovarsko-bilogorska,Srednja škola Otok,6 Ridge Oak Way,2,H,History,5,Hephzibah,Pisculli,2026-07-24,2025-10-20,,Visiting professor,1
191,Naoma,Hasted,2009-06-05,33376690689,Darby,70037 Steensland Pass,22300,Luoxiong,Osječko-baranjska,Gimnazija Jesen,8 Texas Terrace,4,J,Mathematics,5,Flossy,Musslewhite,2025-08-28,2025-12-05,,Asistent,3
192,Timothea,Scopham,2011-07-09,11830483499,Eben,12713 Nova Terrace,44000,Santa Lucia,Požeško-slavonska,Umjetnička škola Sunce,74645 Chive Court,2,D,Mathematics,1,Shel,Callcott,2026-01-29,2026-04-24,,Associate professor,4
193,Goldie,Pantridge,2010-01-23,95996152788,Caleb,86954 Huxley Parkway,77800,Anshun,Vukovarsko-srijemska,Gimnazija Cvijet,2791 Wayridge Park,1,C,Music,5,Frannie,Boynes,2026-06-23,2025-09-29,,Predavac,5
194,Madlin,Chittleburgh,2011-07-14,43909887461,Elnar,9152 Moose Avenue,99000,Koshki,Primorsko-goranska,Gimnazija Drvo,3 Reinke Drive,4,G,Physical Education,1,Benetta,Barlee,2025-12-14,2026-06-01,,Visiting professor,1
195,Tallia,Gillings,2009-11-13,36921847984,Farlie,41282 Eliot Drive,99000,Soio,Osječko-baranjska,Srednja škola Planeta,9122 Arizona Lane,4,J,Marketing,3,Thomasina,Endley,2026-06-11,2026-03-15,,Adjunct professor,1
196,Justus,Jedraszek,2008-01-01,89465347578,Nelson,46235 Village Green Crossing,99000,Houston,Koprivničko-križevačka,Osnovna škola Rijeka,7614 Commercial Circle,4,F,Dentistry,3,Johannah,Tree,2025-08-29,2026-01-27,,Docent,5
197,Sophronia,MacDiarmid,2008-04-30,84557619414,Fulton,07779 Haas Lane,44000,Bateria,Požeško-slavonska,Tehnička škola Oblak,0 Hudson Road,4,C,Business,2,Kate,Lincoln,2025-11-19,2025-09-27,,Lecturer,2
198,Sheilakathryn,Paschek,2010-08-08,62843357407,Ody,6413 Superior Lane,99000,Valledupar,Dubrovačko-neretvanska,Osnovna škola Zima,245 Fordem Place,4,A,Accounting,1,Barnaby,Kasher,2026-04-11,2025-10-13,,Assistant professor,4
199,Cora,Pimblett,2012-06-22,48156763774,Onfre,2 Division Point,99000,Svatava,Istarska,Gimnazija Komet,46 Chive Place,1,H,History,5,Ivor,Wauchope,2025-10-08,2026-04-07,,Docent,5
200,Hammad,Haspineall,2008-02-29,33311766513,Karlik,35 Farwell Pass,44500,Jatirejo,Međimurska,Osnovna škola Voda,41636 Monica Circle,4,A,Economics,1,Noam,Sent,2026-02-25,2026-04-21,,Adjunct professor,2
201,Hobart,Batthew,2010-06-12,12274012923,Riobard,7 Loftsgordon Crossing,12345,Martyush,Primorsko-goranska,Osnovna škola Cvijet,57896 Vidon Way,2,B,Psychology,2,Domeniga,Presswell,2025-11-04,2026-02-21,,Docent,4
202,Neille,Friberg,2012-10-24,94671882078,Launce,7377 Nevada Road,77000,Shuya,Karlovačka,Srednja škola Planeta,047 Sundown Way,1,B,Mathematics,2,Hedwig,Ventris,2025-10-18,2026-05-11,,Lecturer,1
203,Timoteo,Cardo,2011-10-16,31569396632,Natal,6003 Service Alley,44000,Svoge,Brodsko-posavska,Tehnička škola Jupiter,05024 Rockefeller Circle,4,E,Dentistry,5,Gayleen,Sands-Allan,2026-04-02,2025-11-08,,Assistant professor,1
204,Claudian,McDougald,2010-04-03,47513965146,Haydon,3 Oxford Parkway,33400,Clearwater,Istarska,Umjetnička škola Nebesko tijelo,45 Merchant Place,3,G,Psychology,2,Mason,Losbie,2026-05-06,2025-10-17,,Visiting professor,2
205,Riordan,Lisamore,2010-05-30,18528398915,Milton,3683 Saint Paul Avenue,66000,Zolochiv,Bjelovarsko-bilogorska,Umjetnička škola Mjesec,1703 Helena Way,4,F,Geography,4,Nessie,FitzGilbert,2025-11-21,2026-06-16,,Asistent,2
206,Nickey,Grisard,2009-06-26,73309036647,Barthel,68254 Kipling Avenue,66700,Sainte-Geneviève-des-Bois,Krapinsko-zagorska,Srednja škola Galaksija,65 Petterle Parkway,3,A,Economics,1,Fowler,Chancelier,2026-05-09,2025-12-17,,Asistent,5
207,Trixie,Hazelden,2008-07-17,94637660523,Brandtr,05 Roxbury Lane,66700,Morcolla,Zagrebačka,Tehnička škola Svemir,70 Spohn Junction,3,G,Mathematics,3,Caresa,Choake,2025-08-23,2025-10-12,,Research professor,5
208,Shaine,Kapiloff,2008-07-15,17108995057,Ax,15 Linden Place,77800,Sampao,Karlovačka,Osnovna škola Zima,9 Jenifer Alley,2,H,Chemistry,2,Marjorie,Bogays,2025-11-28,2025-09-06,,Visiting professor,4
209,Stepha,Keller,2010-01-17,26847863726,Butch,403 Grim Street,35000,Huangzhawan,Krapinsko-zagorska,Srednja škola Zemlja,686 Crest Line Avenue,1,F,Marketing,4,Meredith,Pero,2026-03-28,2026-03-12,,Assistant professor,2
